x,y,z
626.9956764276978,446.54743819509554,a
591.4556758997932,417.46947324850623,a
583.2933418774959,450.2319456762713,a
583.0298089888526,445.85462563827383,a
570.5514268614847,436.3945314143193,a
587.7942493074036,416.1481152543061,a
537.681002803171,411.098720022653,a
593.7289489415336,414.3564042801778,a
606.1886990958353,416.35888970607834,a
579.1316541772712,436.48981144999027,a
530.2975053922158,406.33163312845477,a
590.4381115341656,424.04171591212184,a
567.0854639436769,424.77570326987825,a
584.4544516470414,384.00565166452384,a
580.5260695756593,379.4989638601586,a
589.6677414787491,362.93090025393985,a
602.9455196777423,406.1750551444803,a
583.9476459236231,405.0696680887801,a
575.6184503610993,429.5369016754513,a
582.0096696832275,427.22132027053317,a
582.953534326974,449.54106288496104,a
601.6280968189799,421.8726722799384,a
590.5657506444853,442.82490289321754,a
568.4353848625273,426.4472928659294,a
572.5642026733002,393.6568699601367,a
585.919392680356,395.08062005207756,a
574.7252354954408,467.03288417130017,a
598.0063655840227,454.7483923384397,a
545.7369514072045,398.98180176594724,a
583.148540466026,388.59262708736924,a
599.9251155716978,395.16685253919786,a
624.7840225820444,423.7590327825771,a
595.8789956280214,460.168517098458,a
555.4724883989182,448.9585970154888,a
613.3053319466371,432.69909487065775,a
580.6283176137576,406.4628782486249,a
571.7838640477204,449.66946934540675,a
579.2043678395606,382.15343092754705,a
587.3476104516934,400.3246726734502,a
541.4107387133455,468.8802972541773,a
575.8711251923746,415.3570515965895,a
635.6788626929648,440.33983304389676,a
601.8959895462058,437.4789852269878,a
602.6565706196942,420.80151571507395,a
562.2622466389527,406.23723634037077,a
625.4551739505682,380.5747145880462,a
595.5439608298144,390.2174000011729,a
596.0590400029857,421.49527462926596,a
597.3602757642527,423.6887160293096,a
592.0973024035952,412.6767808466193,a
618.9843597648155,433.5991490220096,a
559.9188040332929,459.8406231448514,a
612.0259106778495,395.7028176613978,a
604.3020545775838,437.33328239205997,a
580.4953370694902,485.9088087598715,a
606.2441677561883,414.3756115922969,a
593.0134364810081,426.25108223300225,a
605.414586036891,418.248986889833,a
616.1810876746658,408.8341836657262,a
601.8697828844049,387.63964791489406,a
590.0901614115828,425.34184807455733,a
559.8188608842884,434.8298343303737,a
595.7067715632976,403.5666106099427,a
573.607532288355,460.4276234510464,a
551.3540002159801,407.95532622459837,a
595.7677562343301,457.7287430240033,a
576.8026380710116,446.826965571332,a
586.1989866684514,356.1450894119687,a
562.1004495394149,458.89780807399416,a
609.3949896975671,437.5066245015633,a
593.3448320274264,428.93855777454655,a
87.55883713351267,438.5444645342351,a
69.14101587641963,466.31954237109414,a
103.75349991832583,440.0062978582029,a
38.40723120130284,410.13128362885243,a
34.42514087829554,473.68442311722094,a
36.14459036606725,398.2671243642701,a
112.85252669486152,431.1899695682769,a
42.977484069031924,378.04518163780153,a
77.08306299328834,408.8647475286732,a
97.49303210596915,440.024617139237,a
108.12922345925762,414.2972310554936,a
66.7435884371449,433.76027302061044,a
97.38283603065618,478.0981751717978,a
65.48779814159414,417.7167582840102,a
65.05540619265972,424.1077963279925,a
23.739071581044648,423.2826657069668,a
97.04294065895786,420.45940682621574,a
129.96335861885694,460.94202256682877,a
91.05921490040204,433.66710179198435,a
45.378199660185786,500.2260912926033,a
71.5854412944538,502.3547262416984,a
81.76665446703585,430.7580819541063,a
109.50031614713947,423.61600534264164,a
86.24453984657333,433.00071783917326,a
84.07852792717068,439.3847196522195,a
43.60551603781425,423.36239098186377,a
74.13648545034016,417.38996370956005,a
59.001934540889856,439.2017679720099,a
78.19840371361208,426.6907363311876,a
40.24025573747118,442.38631035534485,a
117.82673543684909,424.16033972811033,a
77.16872112634206,428.07185517623634,a
71.25692596559388,403.2353326123214,a
102.647896699954,483.90657610454457,a
49.251996518733854,427.78633281202735,a
48.72854189999125,421.2143211074033,a
61.97140175043859,444.7744160513458,a
29.916987292090376,404.0168091487195,a
107.14355671217041,440.80789017443436,a
63.638813577397165,467.0836555311086,a
39.201290048139526,386.39586315236176,a
26.50914274191451,472.1398541318666,a
61.18317202693372,423.0996938259078,a
71.63603704020174,405.88402521711856,a
27.979989581013143,447.4237516426139,a
29.727492554754058,428.31558029672186,a
32.431011456719375,443.72114010648045,a
53.39857652398096,450.102605443938,a
89.47821888870001,437.5987463508506,a
103.69253655562937,460.240629900152,a
74.7956340606373,409.616636800554,a
56.54655499947576,444.55049515600433,a
72.77981759880844,461.0064547056744,a
54.20775654403654,457.6612451749925,a
54.77770902710431,429.80070412887784,a
107.30074868007848,440.05945034516486,a
44.46985055610817,452.85328471279104,a
50.88630115057337,435.53643603166086,a
66.4003424771337,460.87883777760175,a
40.167081539087505,408.6063052256667,a
26.780254905909395,480.34066098427223,a
66.15320724967106,460.9991982577467,a
82.46666932160109,480.6013734058455,a
102.54945364993074,415.1233491146053,a
73.14909742239583,459.60429278869793,a
48.76513950858761,449.84622775271066,a
11.967165752660875,513.7966756368851,a
52.3332338419538,479.4132986780663,a
61.36637523632677,399.5294892802166,a
7.679362960762816,424.3858234594727,a
116.99293271173673,433.8243374676203,a
27.437010245574342,461.99561600281265,a
101.29316919780143,494.5063460182866,a
63.42937114765201,426.10692909849627,a
82.72432903697539,451.28328888310523,a
107.4629264828285,480.16502205684606,a
78.5355541028999,444.5576854291769,a
37.83880878618475,471.91169859184,a
93.69860972869142,436.9477591995683,a
44.98043306256587,444.07968821486077,a
49.75205044214144,418.1687193356234,a
55.30907855269375,440.342489476083,a
76.30791228284518,515.742048052536,a
49.34898835795769,452.00400963699184,a
55.6932217800672,431.292504837304,a
61.046146403503144,435.112376471692,a
26.309717096719396,473.0202277053294,a
52.593903506340695,431.1995395769955,a
83.71658577622343,435.71911406737627,a
90.96576540547802,488.3622491903076,a
67.58545300927635,451.18642612332275,a
63.697776176990025,426.2296469836878,a
61.62522740631443,445.327683248017,a
74.91354626108247,482.67854599427056,a
52.60252719647485,410.7244250134693,a
61.13968589268235,453.8879398332483,a
89.0774727409501,456.780006792697,a
60.072475852435595,426.637903447751,a
74.17738502729932,516.1436611249254,a
84.42544481794506,454.46198511677693,a
102.48958715993143,422.83708822188464,a
77.3196262018771,404.31200377834614,a
80.28075984611355,406.24338518982796,a
35.68918415826555,395.9754002724423,a
38.5241504615501,465.13890464352534,a
-0.8417512674367487,458.9118704279451,a
94.51487254515663,444.6861111344616,a
54.46215802842546,439.95829854509714,a
68.77677178245435,479.85688066296143,a
73.55958977249975,422.6838192345307,a
665.6360634546182,118.20318166447686,a
591.743736104024,123.03266944511228,a
593.8025497648007,54.78930214663626,a
624.073683383528,103.55626953046897,a
629.7441143301464,129.82891525360992,a
599.3137196494217,79.40340277717434,a
628.559921898696,99.58224696326334,a
678.8305405941879,93.36244146171362,a
612.8397837060334,126.84205644528993,a
660.1143935542336,121.83748296122695,a
604.2040499680037,101.40068523195185,a
599.2382317525322,69.97266234577955,a
606.5222739173246,78.40412527383353,a
604.7774397798289,87.09060664876165,a
631.4977547814667,130.91461611992577,a
644.7018193590486,134.07520925607366,a
644.5996801488942,112.32830946994312,a
655.7002504696683,72.35267903126146,a
585.096541589165,94.08226370215664,a
631.6681531511514,87.65324967194692,a
617.7524356087451,104.91689711983281,a
586.1237587245328,70.18868899395432,a
620.0009978535129,106.35055256342542,a
581.9641882956157,90.17301045260217,a
590.8038776412461,157.61761148401217,a
636.4904123723529,76.91726768258741,a
646.9198699859587,48.20657493903212,a
626.5526827297015,67.49957489817638,a
629.0131111390971,79.17535214030266,a
645.456640585551,101.33455191630799,a
668.8981650051878,102.80960123075823,a
618.4503899370853,49.559281501487305,a
617.4685402932153,73.6552508312875,a
596.3004183433577,71.7743263657087,a
653.537053490159,74.15498461152833,a
622.7254859142571,48.085339309941446,a
640.9263552715531,87.17656642959895,a
644.3924385111115,71.5415179770178,a
572.9898980675667,86.55899870050746,a
672.2257329651626,50.65391600443485,a
622.275391111245,62.40241968835778,a
630.5981937208168,91.79442164401058,a
626.1222436820992,119.8512551263683,a
634.1728499354764,105.43333674631822,a
638.3868257682807,77.13683475249326,a
599.391062825179,82.11568930474886,a
615.6280899300486,102.89791575622894,a
630.277955960816,64.63521582441615,a
